Q Value,Bot1 Result,Bot1 Position,Bot2 Result,Bot2 Position,Bot3 Result,Bot3 Position,Bot4 Result,Bot4 Position,Button Position,Fire Position
0.9,Failure,"(21, 17)",Failure,"(21, 17)",Failure,"(21, 17)",Failure,"(21, 17)","(13, 5)","(17, 16)"
0.9,Failure,"(25, 10)",Failure,"(25, 10)",Failure,"(25, 10)",Failure,"(25, 10)","(31, 12)","(31, 9)"
0.1,Success,"(14, 9)",Success,"(14, 9)",Success,"(14, 9)",Success,"(14, 9)","(7, 13)","(25, 10)"
0.1,Success,"(14, 3)",Success,"(14, 3)",Success,"(14, 3)",Success,"(14, 3)","(35, 14)","(12, 17)"
0.1,Failure,"(29, 32)",Success,"(29, 32)",Failure,"(29, 32)",Failure,"(29, 32)","(9, 12)","(3, 18)"
0.1,Success,"(31, 2)",Success,"(31, 2)",Success,"(31, 2)",Success,"(31, 2)","(28, 3)","(10, 14)"
0.1,Success,"(13, 19)",Success,"(13, 19)",Success,"(13, 19)",Success,"(13, 19)","(7, 26)","(8, 38)"
0.1,Success,"(16, 36)",Success,"(16, 36)",Success,"(16, 36)",Success,"(16, 36)","(4, 27)","(24, 15)"
0.1,Success,"(15, 4)",Success,"(15, 4)",Success,"(15, 4)",Success,"(15, 4)","(11, 16)","(21, 6)"
0.1,Success,"(21, 15)",Success,"(21, 15)",Success,"(21, 15)",Success,"(21, 15)","(8, 25)","(30, 5)"
0.1,Success,"(21, 5)",Success,"(21, 5)",Success,"(21, 5)",Success,"(21, 5)","(3, 25)","(32, 19)"
0.1,Success,"(20, 1)",Success,"(20, 1)",Success,"(20, 1)",Success,"(20, 1)","(27, 1)","(24, 32)"
0.1,Success,"(23, 22)",Success,"(23, 22)",Success,"(23, 22)",Success,"(23, 22)","(31, 9)","(38, 24)"
0.1,Failure,"(34, 8)",Success,"(34, 8)",Success,"(34, 8)",Success,"(34, 8)","(28, 34)","(27, 18)"
0.1,Success,"(30, 10)",Success,"(30, 10)",Success,"(30, 10)",Success,"(30, 10)","(7, 17)","(23, 18)"
0.1,Success,"(16, 22)",Success,"(16, 22)",Success,"(16, 22)",Success,"(16, 22)","(21, 7)","(9, 14)"
0.1,Success,"(38, 30)",Success,"(38, 30)",Success,"(38, 30)",Success,"(38, 30)","(18, 29)","(1, 16)"
0.1,Failure,"(29, 35)",Failure,"(29, 35)",Failure,"(29, 35)",Failure,"(29, 35)","(35, 1)","(35, 5)"
0.1,Success,"(18, 38)",Success,"(18, 38)",Success,"(18, 38)",Success,"(18, 38)","(11, 22)","(2, 22)"
0.1,Success,"(26, 35)",Success,"(26, 35)",Success,"(26, 35)",Success,"(26, 35)","(36, 28)","(13, 27)"
0.1,Success,"(15, 32)",Success,"(15, 32)",Success,"(15, 32)",Success,"(15, 32)","(1, 34)","(29, 27)"
0.1,Success,"(38, 33)",Success,"(38, 33)",Success,"(38, 33)",Success,"(38, 33)","(34, 37)","(27, 33)"
0.1,Success,"(3, 26)",Success,"(3, 26)",Success,"(3, 26)",Success,"(3, 26)","(15, 14)","(37, 30)"
0.1,Success,"(36, 11)",Success,"(36, 11)",Success,"(36, 11)",Success,"(36, 11)","(15, 14)","(25, 19)"
0.1,Success,"(25, 4)",Success,"(25, 4)",Success,"(25, 4)",Success,"(25, 4)","(11, 29)","(24, 26)"
0.1,Failure,"(13, 5)",Failure,"(13, 5)",Failure,"(13, 5)",Failure,"(13, 5)","(37, 34)","(36, 33)"
0.1,Success,"(23, 27)",Success,"(23, 27)",Success,"(23, 27)",Success,"(23, 27)","(38, 32)","(12, 35)"
0.1,Success,"(36, 12)",Success,"(36, 12)",Success,"(36, 12)",Success,"(36, 12)","(32, 15)","(15, 26)"
0.1,Failure,"(20, 24)",Failure,"(20, 24)",Failure,"(20, 24)",Success,"(20, 24)","(2, 4)","(11, 3)"
0.1,Success,"(26, 38)",Success,"(26, 38)",Success,"(26, 38)",Success,"(26, 38)","(21, 19)","(21, 7)"
0.1,Success,"(34, 35)",Success,"(34, 35)",Success,"(34, 35)",Success,"(34, 35)","(15, 19)","(9, 16)"
0.1,Success,"(24, 34)",Success,"(24, 34)",Success,"(24, 34)",Success,"(24, 34)","(14, 10)","(30, 22)"
0.2,Success,"(28, 5)",Success,"(28, 5)",Success,"(28, 5)",Success,"(28, 5)","(36, 11)","(34, 4)"
0.2,Failure,"(30, 8)",Failure,"(30, 8)",Failure,"(30, 8)",Failure,"(30, 8)","(11, 5)","(26, 17)"
0.2,Success,"(12, 31)",Success,"(12, 31)",Failure,"(12, 31)",Success,"(12, 31)","(23, 7)","(17, 5)"
0.2,Success,"(14, 19)",Success,"(14, 19)",Success,"(14, 19)",Success,"(14, 19)","(1, 14)","(5, 38)"
0.2,Success,"(26, 27)",Success,"(26, 27)",Success,"(26, 27)",Success,"(26, 27)","(24, 27)","(3, 2)"
0.2,Success,"(33, 28)",Success,"(33, 28)",Success,"(33, 28)",Success,"(33, 28)","(36, 12)","(18, 21)"
0.2,Success,"(28, 20)",Success,"(28, 20)",Success,"(28, 20)",Success,"(28, 20)","(35, 4)","(12, 28)"
0.2,Failure,"(25, 29)",Failure,"(25, 29)",Failure,"(25, 29)",Failure,"(25, 29)","(12, 17)","(28, 15)"
0.2,Success,"(6, 6)",Failure,"(6, 6)",Failure,"(6, 6)",Failure,"(6, 6)","(14, 22)","(25, 10)"
0.2,Success,"(3, 19)",Success,"(3, 19)",Success,"(3, 19)",Success,"(3, 19)","(8, 24)","(8, 15)"
0.2,Failure,"(35, 6)",Failure,"(35, 6)",Failure,"(35, 6)",Failure,"(35, 6)","(12, 30)","(11, 14)"
0.2,Success,"(24, 13)",Success,"(24, 13)",Success,"(24, 13)",Success,"(24, 13)","(29, 10)","(37, 13)"
0.2,Failure,"(19, 20)",Failure,"(19, 20)",Failure,"(19, 20)",Failure,"(19, 20)","(26, 7)","(24, 7)"
0.2,Success,"(28, 11)",Success,"(28, 11)",Success,"(28, 11)",Success,"(28, 11)","(1, 11)","(9, 22)"
0.2,Success,"(4, 3)",Success,"(4, 3)",Success,"(4, 3)",Success,"(4, 3)","(37, 34)","(22, 4)"
0.2,Success,"(10, 28)",Success,"(10, 28)",Success,"(10, 28)",Success,"(10, 28)","(28, 9)","(16, 13)"
0.2,Success,"(10, 8)",Success,"(10, 8)",Success,"(10, 8)",Success,"(10, 8)","(34, 16)","(29, 27)"
0.2,Success,"(18, 1)",Success,"(18, 1)",Success,"(18, 1)",Success,"(18, 1)","(13, 22)","(3, 28)"
0.2,Success,"(28, 13)",Success,"(28, 13)",Success,"(28, 13)",Success,"(28, 13)","(12, 37)","(1, 25)"
0.2,Success,"(2, 37)",Success,"(2, 37)",Failure,"(2, 37)",Failure,"(2, 37)","(8, 10)","(4, 35)"
0.2,Success,"(1, 17)",Success,"(1, 17)",Success,"(1, 17)",Success,"(1, 17)","(27, 15)","(9, 8)"
0.2,Success,"(2, 2)",Success,"(2, 2)",Success,"(2, 2)",Success,"(2, 2)","(8, 30)","(26, 32)"
0.2,Success,"(11, 38)",Success,"(11, 38)",Failure,"(11, 38)",Failure,"(11, 38)","(36, 23)","(27, 28)"
0.2,Success,"(10, 15)",Success,"(10, 15)",Success,"(10, 15)",Success,"(10, 15)","(35, 28)","(6, 22)"
0.2,Success,"(21, 7)",Success,"(21, 7)",Success,"(21, 7)",Success,"(21, 7)","(3, 2)","(3, 37)"
0.2,Success,"(7, 9)",Success,"(7, 9)",Success,"(7, 9)",Success,"(7, 9)","(32, 8)","(20, 31)"
0.2,Success,"(27, 21)",Success,"(27, 21)",Success,"(27, 21)",Success,"(27, 21)","(10, 3)","(11, 30)"
0.2,Failure,"(38, 13)",Failure,"(38, 13)",Failure,"(38, 13)",Failure,"(38, 13)","(17, 25)","(19, 23)"
0.2,Failure,"(25, 22)",Success,"(25, 22)",Failure,"(25, 22)",Success,"(25, 22)","(37, 23)","(21, 3)"
0.2,Failure,"(24, 22)",Success,"(24, 22)",Failure,"(24, 22)",Failure,"(24, 22)","(37, 17)","(29, 23)"
0.3,Success,"(15, 29)",Success,"(15, 29)",Success,"(15, 29)",Success,"(15, 29)","(33, 12)","(2, 16)"
0.3,Success,"(17, 31)",Success,"(17, 31)",Success,"(17, 31)",Success,"(17, 31)","(36, 2)","(7, 19)"
0.3,Success,"(14, 24)",Success,"(14, 24)",Success,"(14, 24)",Success,"(14, 24)","(23, 26)","(10, 9)"
0.3,Success,"(12, 10)",Success,"(12, 10)",Success,"(12, 10)",Success,"(12, 10)","(36, 10)","(17, 36)"
0.3,Success,"(13, 19)",Success,"(13, 19)",Success,"(13, 19)",Success,"(13, 19)","(28, 7)","(14, 3)"
0.3,Success,"(28, 26)",Success,"(28, 26)",Success,"(28, 26)",Success,"(28, 26)","(25, 26)","(31, 36)"
0.3,Success,"(19, 23)",Success,"(19, 23)",Success,"(19, 23)",Success,"(19, 23)","(23, 27)","(15, 21)"
0.3,Failure,"(21, 32)",Failure,"(21, 32)",Failure,"(21, 32)",Failure,"(21, 32)","(4, 23)","(3, 14)"
0.3,Success,"(3, 34)",Success,"(3, 34)",Success,"(3, 34)",Success,"(3, 34)","(3, 28)","(30, 12)"
0.3,Success,"(15, 12)",Success,"(15, 12)",Success,"(15, 12)",Success,"(15, 12)","(33, 38)","(34, 8)"
0.3,Failure,"(36, 3)",Failure,"(36, 3)",Failure,"(36, 3)",Failure,"(36, 3)","(30, 21)","(30, 24)"
0.3,Success,"(17, 17)",Success,"(17, 17)",Success,"(17, 17)",Success,"(17, 17)","(21, 14)","(24, 35)"
0.3,Success,"(27, 24)",Success,"(27, 24)",Success,"(27, 24)",Success,"(27, 24)","(32, 21)","(7, 35)"
0.3,Success,"(8, 3)",Success,"(8, 3)",Success,"(8, 3)",Success,"(8, 3)","(26, 15)","(7, 25)"
0.3,Success,"(31, 3)",Success,"(31, 3)",Success,"(31, 3)",Success,"(31, 3)","(5, 32)","(38, 6)"
0.3,Success,"(28, 3)",Success,"(28, 3)",Success,"(28, 3)",Success,"(28, 3)","(3, 2)","(3, 32)"
0.3,Success,"(31, 25)",Success,"(31, 25)",Success,"(31, 25)",Success,"(31, 25)","(35, 31)","(26, 19)"
0.3,Success,"(14, 5)",Success,"(14, 5)",Success,"(14, 5)",Success,"(14, 5)","(17, 19)","(8, 37)"
0.3,Success,"(5, 21)",Success,"(5, 21)",Success,"(5, 21)",Success,"(5, 21)","(35, 5)","(2, 28)"
0.3,Failure,"(9, 5)",Failure,"(9, 5)",Failure,"(9, 5)",Failure,"(9, 5)","(17, 2)","(12, 2)"
0.3,Success,"(8, 5)",Success,"(8, 5)",Success,"(8, 5)",Success,"(8, 5)","(27, 32)","(34, 23)"
0.3,Success,"(13, 31)",Success,"(13, 31)",Success,"(13, 31)",Success,"(13, 31)","(34, 33)","(28, 36)"
0.3,Failure,"(2, 2)",Failure,"(2, 2)",Failure,"(2, 2)",Success,"(2, 2)","(6, 25)","(34, 16)"
0.3,Success,"(6, 27)",Success,"(6, 27)",Success,"(6, 27)",Success,"(6, 27)","(32, 22)","(9, 35)"
0.3,Success,"(32, 30)",Success,"(32, 30)",Success,"(32, 30)",Success,"(32, 30)","(12, 38)","(33, 36)"
0.3,Success,"(38, 17)",Success,"(38, 17)",Failure,"(38, 17)",Failure,"(38, 17)","(8, 22)","(28, 31)"
0.3,Success,"(38, 9)",Success,"(38, 9)",Success,"(38, 9)",Success,"(38, 9)","(35, 38)","(2, 13)"
0.3,Success,"(4, 28)",Success,"(4, 28)",Success,"(4, 28)",Success,"(4, 28)","(36, 34)","(31, 3)"
0.3,Failure,"(29, 37)",Failure,"(29, 37)",Failure,"(29, 37)",Failure,"(29, 37)","(10, 37)","(26, 28)"
0.3,Failure,"(1, 13)",Success,"(1, 13)",Failure,"(1, 13)",Success,"(1, 13)","(24, 1)","(19, 17)"
0.4,Success,"(9, 12)",Success,"(9, 12)",Success,"(9, 12)",Success,"(9, 12)","(1, 1)","(32, 17)"
0.4,Success,"(19, 35)",Success,"(19, 35)",Success,"(19, 35)",Success,"(19, 35)","(36, 16)","(2, 7)"
0.4,Success,"(13, 29)",Success,"(13, 29)",Success,"(13, 29)",Success,"(13, 29)","(10, 1)","(19, 23)"
0.4,Success,"(35, 15)",Success,"(35, 15)",Success,"(35, 15)",Success,"(35, 15)","(26, 5)","(25, 30)"
0.4,Success,"(20, 38)",Success,"(20, 38)",Success,"(20, 38)",Success,"(20, 38)","(29, 27)","(20, 23)"
0.4,Success,"(6, 29)",Success,"(6, 29)",Success,"(6, 29)",Success,"(6, 29)","(7, 1)","(14, 33)"
0.4,Success,"(23, 38)",Success,"(23, 38)",Success,"(23, 38)",Success,"(23, 38)","(23, 7)","(2, 34)"
0.4,Success,"(35, 29)",Success,"(35, 29)",Success,"(35, 29)",Success,"(35, 29)","(27, 12)","(10, 32)"
0.4,Success,"(18, 21)",Success,"(18, 21)",Success,"(18, 21)",Success,"(18, 21)","(8, 35)","(33, 18)"
0.4,Success,"(6, 32)",Success,"(6, 32)",Success,"(6, 32)",Success,"(6, 32)","(37, 32)","(1, 38)"
0.4,Failure,"(16, 28)",Failure,"(16, 28)",Failure,"(16, 28)",Failure,"(16, 28)","(25, 3)","(32, 2)"
0.4,Failure,"(22, 28)",Failure,"(22, 28)",Failure,"(22, 28)",Failure,"(22, 28)","(38, 17)","(32, 8)"
0.4,Success,"(34, 26)",Success,"(34, 26)",Failure,"(34, 26)",Success,"(34, 26)","(1, 25)","(17, 28)"
0.4,Failure,"(5, 4)",Failure,"(5, 4)",Failure,"(5, 4)",Failure,"(5, 4)","(4, 11)","(12, 15)"
0.4,Failure,"(12, 29)",Failure,"(12, 29)",Failure,"(12, 29)",Failure,"(12, 29)","(11, 20)","(9, 22)"
0.4,Success,"(30, 27)",Success,"(30, 27)",Success,"(30, 27)",Success,"(30, 27)","(32, 4)","(11, 33)"
0.4,Success,"(13, 32)",Success,"(13, 32)",Failure,"(13, 32)",Success,"(13, 32)","(16, 35)","(19, 30)"
0.4,Success,"(34, 37)",Success,"(34, 37)",Success,"(34, 37)",Success,"(34, 37)","(31, 10)","(18, 32)"
0.4,Failure,"(4, 36)",Failure,"(4, 36)",Failure,"(4, 36)",Failure,"(4, 36)","(33, 7)","(21, 31)"
0.4,Success,"(18, 5)",Success,"(18, 5)",Success,"(18, 5)",Success,"(18, 5)","(33, 21)","(11, 38)"
0.4,Failure,"(5, 4)",Failure,"(5, 4)",Failure,"(5, 4)",Failure,"(5, 4)","(33, 25)","(12, 30)"
0.4,Success,"(19, 15)",Success,"(19, 15)",Success,"(19, 15)",Success,"(19, 15)","(26, 35)","(22, 8)"
0.4,Failure,"(7, 13)",Failure,"(7, 13)",Failure,"(7, 13)",Failure,"(7, 13)","(32, 11)","(10, 8)"
0.4,Success,"(14, 34)",Success,"(14, 34)",Success,"(14, 34)",Success,"(14, 34)","(6, 7)","(19, 33)"
0.4,Success,"(2, 32)",Success,"(2, 32)",Success,"(2, 32)",Success,"(2, 32)","(1, 30)","(1, 22)"
0.4,Success,"(7, 14)",Success,"(7, 14)",Success,"(7, 14)",Success,"(7, 14)","(18, 2)","(27, 6)"
0.4,Success,"(34, 12)",Success,"(34, 12)",Success,"(34, 12)",Success,"(34, 12)","(2, 11)","(26, 27)"
0.4,Success,"(28, 11)",Success,"(28, 11)",Success,"(28, 11)",Success,"(28, 11)","(30, 12)","(26, 6)"
0.4,Success,"(17, 18)",Success,"(17, 18)",Success,"(17, 18)",Success,"(17, 18)","(37, 10)","(11, 30)"
0.4,Success,"(30, 23)",Success,"(30, 23)",Success,"(30, 23)",Success,"(30, 23)","(20, 28)","(25, 2)"
0.5,Success,"(14, 23)",Success,"(14, 23)",Success,"(14, 23)",Success,"(14, 23)","(8, 14)","(10, 28)"
0.5,Failure,"(12, 38)",Failure,"(12, 38)",Failure,"(12, 38)",Success,"(12, 38)","(33, 20)","(12, 18)"
0.5,Failure,"(22, 37)",Failure,"(22, 37)",Failure,"(22, 37)",Failure,"(22, 37)","(25, 3)","(33, 6)"
0.5,Success,"(16, 15)",Success,"(16, 15)",Success,"(16, 15)",Success,"(16, 15)","(33, 17)","(9, 37)"
0.5,Success,"(16, 35)",Success,"(16, 35)",Success,"(16, 35)",Success,"(16, 35)","(3, 34)","(38, 34)"
0.5,Success,"(30, 11)",Success,"(30, 11)",Success,"(30, 11)",Success,"(30, 11)","(19, 8)","(2, 32)"
0.5,Success,"(9, 34)",Success,"(9, 34)",Success,"(9, 34)",Success,"(9, 34)","(25, 3)","(26, 35)"
0.5,Failure,"(25, 26)",Failure,"(25, 26)",Failure,"(25, 26)",Failure,"(25, 26)","(1, 19)","(5, 1)"
0.5,Failure,"(29, 30)",Failure,"(29, 30)",Failure,"(29, 30)",Failure,"(29, 30)","(22, 4)","(25, 26)"
0.5,Failure,"(33, 20)",Success,"(33, 20)",Success,"(33, 20)",Success,"(33, 20)","(24, 11)","(27, 20)"
0.5,Success,"(36, 25)",Success,"(36, 25)",Success,"(36, 25)",Success,"(36, 25)","(9, 30)","(7, 25)"
0.5,Failure,"(36, 3)",Failure,"(36, 3)",Failure,"(36, 3)",Failure,"(36, 3)","(20, 28)","(18, 36)"
0.5,Failure,"(37, 25)",Failure,"(37, 25)",Failure,"(37, 25)",Failure,"(37, 25)","(12, 26)","(28, 11)"
0.5,Failure,"(35, 30)",Failure,"(35, 30)",Failure,"(35, 30)",Failure,"(35, 30)","(15, 2)","(3, 38)"
0.5,Success,"(22, 37)",Success,"(22, 37)",Success,"(22, 37)",Success,"(22, 37)","(2, 12)","(35, 10)"
0.5,Failure,"(5, 1)",Failure,"(5, 1)",Failure,"(5, 1)",Failure,"(5, 1)","(16, 29)","(19, 34)"
0.5,Success,"(32, 5)",Success,"(32, 5)",Success,"(32, 5)",Success,"(32, 5)","(1, 21)","(27, 35)"
0.5,Failure,"(16, 37)",Failure,"(16, 37)",Failure,"(16, 37)",Failure,"(16, 37)","(32, 9)","(27, 10)"
0.5,Success,"(11, 20)",Success,"(11, 20)",Success,"(11, 20)",Success,"(11, 20)","(16, 23)","(34, 11)"
0.5,Success,"(29, 4)",Success,"(29, 4)",Success,"(29, 4)",Success,"(29, 4)","(18, 32)","(13, 6)"
0.5,Failure,"(7, 31)",Failure,"(7, 31)",Failure,"(7, 31)",Failure,"(7, 31)","(22, 30)","(25, 33)"
0.5,Failure,"(19, 21)",Failure,"(19, 21)",Failure,"(19, 21)",Failure,"(19, 21)","(34, 31)","(22, 31)"
0.5,Failure,"(1, 28)",Failure,"(1, 28)",Failure,"(1, 28)",Failure,"(1, 28)","(26, 1)","(34, 19)"
0.5,Success,"(15, 10)",Success,"(15, 10)",Success,"(15, 10)",Success,"(15, 10)","(9, 35)","(22, 4)"
0.5,Success,"(31, 3)",Success,"(31, 3)",Success,"(31, 3)",Success,"(31, 3)","(29, 15)","(7, 35)"
0.5,Success,"(9, 37)",Success,"(9, 37)",Success,"(9, 37)",Success,"(9, 37)","(9, 23)","(12, 7)"
0.5,Success,"(19, 15)",Success,"(19, 15)",Success,"(19, 15)",Success,"(19, 15)","(31, 29)","(7, 16)"
0.5,Success,"(5, 28)",Success,"(5, 28)",Success,"(5, 28)",Success,"(5, 28)","(34, 13)","(1, 27)"
0.5,Failure,"(2, 4)",Failure,"(2, 4)",Failure,"(2, 4)",Failure,"(2, 4)","(30, 7)","(4, 9)"
0.6,Failure,"(30, 24)",Failure,"(30, 24)",Failure,"(30, 24)",Failure,"(30, 24)","(24, 35)","(31, 19)"
0.6,Success,"(14, 13)",Success,"(14, 13)",Success,"(14, 13)",Success,"(14, 13)","(3, 32)","(35, 17)"
0.6,Success,"(18, 11)",Success,"(18, 11)",Success,"(18, 11)",Success,"(18, 11)","(20, 9)","(13, 20)"
0.6,Success,"(12, 16)",Success,"(12, 16)",Success,"(12, 16)",Success,"(12, 16)","(16, 7)","(28, 30)"
0.6,Failure,"(2, 31)",Failure,"(2, 31)",Failure,"(2, 31)",Success,"(2, 31)","(29, 6)","(19, 4)"
0.6,Failure,"(1, 14)",Failure,"(1, 14)",Failure,"(1, 14)",Failure,"(1, 14)","(15, 36)","(5, 21)"
0.6,Failure,"(16, 32)",Failure,"(16, 32)",Failure,"(16, 32)",Failure,"(16, 32)","(7, 11)","(1, 18)"
0.6,Success,"(26, 11)",Success,"(26, 11)",Success,"(26, 11)",Success,"(26, 11)","(30, 11)","(37, 30)"
0.6,Success,"(37, 34)",Success,"(37, 34)",Success,"(37, 34)",Success,"(37, 34)","(18, 26)","(35, 10)"
0.6,Success,"(26, 17)",Success,"(26, 17)",Success,"(26, 17)",Success,"(26, 17)","(22, 10)","(28, 29)"
0.6,Success,"(23, 22)",Success,"(23, 22)",Success,"(23, 22)",Success,"(23, 22)","(27, 25)","(26, 3)"
0.6,Failure,"(21, 5)",Failure,"(21, 5)",Failure,"(21, 5)",Failure,"(21, 5)","(25, 27)","(28, 22)"
0.6,Failure,"(22, 7)",Failure,"(22, 7)",Success,"(22, 7)",Success,"(22, 7)","(26, 29)","(38, 34)"
0.6,Success,"(23, 37)",Success,"(23, 37)",Success,"(23, 37)",Success,"(23, 37)","(2, 31)","(1, 12)"
0.6,Failure,"(27, 6)",Failure,"(27, 6)",Failure,"(27, 6)",Failure,"(27, 6)","(12, 24)","(8, 31)"
0.6,Success,"(19, 20)",Success,"(19, 20)",Success,"(19, 20)",Success,"(19, 20)","(26, 9)","(31, 2)"
0.6,Failure,"(28, 33)",Failure,"(28, 33)",Failure,"(28, 33)",Failure,"(28, 33)","(27, 1)","(27, 27)"
0.6,Failure,"(38, 3)",Failure,"(38, 3)",Failure,"(38, 3)",Failure,"(38, 3)","(7, 2)","(33, 37)"
0.6,Success,"(32, 15)",Success,"(32, 15)",Success,"(32, 15)",Success,"(32, 15)","(25, 11)","(6, 2)"
0.6,Success,"(25, 8)",Success,"(25, 8)",Success,"(25, 8)",Success,"(25, 8)","(14, 2)","(3, 28)"
0.6,Failure,"(25, 20)",Failure,"(25, 20)",Failure,"(25, 20)",Failure,"(25, 20)","(27, 10)","(23, 8)"
0.6,Success,"(34, 13)",Success,"(34, 13)",Success,"(34, 13)",Success,"(34, 13)","(32, 3)","(8, 4)"
0.6,Success,"(20, 38)",Success,"(20, 38)",Success,"(20, 38)",Success,"(20, 38)","(14, 30)","(2, 1)"
0.6,Success,"(28, 11)",Success,"(28, 11)",Success,"(28, 11)",Success,"(28, 11)","(3, 23)","(30, 5)"
0.6,Failure,"(17, 33)",Failure,"(17, 33)",Failure,"(17, 33)",Failure,"(17, 33)","(11, 17)","(8, 26)"
0.6,Success,"(36, 8)",Success,"(36, 8)",Success,"(36, 8)",Success,"(36, 8)","(30, 11)","(15, 18)"
0.6,Failure,"(1, 31)",Failure,"(1, 31)",Failure,"(1, 31)",Failure,"(1, 31)","(32, 22)","(24, 17)"
0.6,Success,"(14, 37)",Success,"(14, 37)",Success,"(14, 37)",Success,"(14, 37)","(17, 30)","(32, 28)"
0.6,Failure,"(15, 23)",Success,"(15, 23)",Failure,"(15, 23)",Failure,"(15, 23)","(3, 2)","(14, 21)"
0.6,Success,"(10, 2)",Success,"(10, 2)",Success,"(10, 2)",Success,"(10, 2)","(37, 13)","(5, 6)"
0.7,Success,"(32, 20)",Success,"(32, 20)",Success,"(32, 20)",Success,"(32, 20)","(2, 11)","(1, 24)"
0.7,Failure,"(26, 8)",Failure,"(26, 8)",Failure,"(26, 8)",Failure,"(26, 8)","(28, 28)","(21, 34)"
0.7,Failure,"(17, 37)",Failure,"(17, 37)",Failure,"(17, 37)",Failure,"(17, 37)","(23, 35)","(20, 34)"
0.7,Failure,"(35, 22)",Failure,"(35, 22)",Failure,"(35, 22)",Failure,"(35, 22)","(9, 11)","(6, 12)"
0.7,Success,"(35, 13)",Success,"(35, 13)",Success,"(35, 13)",Success,"(35, 13)","(26, 22)","(9, 8)"
0.7,Success,"(11, 36)",Success,"(11, 36)",Success,"(11, 36)",Success,"(11, 36)","(26, 32)","(17, 16)"
0.7,Failure,"(34, 23)",Failure,"(34, 23)",Failure,"(34, 23)",Failure,"(34, 23)","(8, 24)","(13, 8)"
0.7,Success,"(35, 19)",Success,"(35, 19)",Success,"(35, 19)",Success,"(35, 19)","(35, 3)","(34, 22)"
0.7,Failure,"(35, 34)",Failure,"(35, 34)",Failure,"(35, 34)",Failure,"(35, 34)","(7, 32)","(4, 28)"
0.7,Success,"(28, 34)",Success,"(28, 34)",Success,"(28, 34)",Success,"(28, 34)","(37, 34)","(13, 29)"
0.7,Success,"(37, 4)",Success,"(37, 4)",Success,"(37, 4)",Success,"(37, 4)","(34, 6)","(32, 35)"
0.7,Failure,"(22, 37)",Failure,"(22, 37)",Failure,"(22, 37)",Failure,"(22, 37)","(13, 12)","(19, 2)"
0.7,Success,"(19, 12)",Success,"(19, 12)",Success,"(19, 12)",Success,"(19, 12)","(5, 21)","(11, 35)"
0.7,Success,"(38, 15)",Success,"(38, 15)",Success,"(38, 15)",Success,"(38, 15)","(34, 15)","(11, 1)"
0.7,Failure,"(1, 8)",Failure,"(1, 8)",Failure,"(1, 8)",Failure,"(1, 8)","(1, 4)","(6, 4)"
0.7,Success,"(35, 4)",Success,"(35, 4)",Success,"(35, 4)",Success,"(35, 4)","(14, 2)","(5, 27)"
0.7,Failure,"(8, 5)",Failure,"(8, 5)",Failure,"(8, 5)",Failure,"(8, 5)","(38, 38)","(15, 8)"
0.7,Failure,"(2, 30)",Failure,"(2, 30)",Failure,"(2, 30)",Failure,"(2, 30)","(11, 7)","(21, 27)"
0.7,Failure,"(38, 27)",Failure,"(38, 27)",Failure,"(38, 27)",Failure,"(38, 27)","(24, 36)","(27, 31)"
0.7,Failure,"(30, 13)",Failure,"(30, 13)",Failure,"(30, 13)",Failure,"(30, 13)","(11, 18)","(21, 25)"
0.7,Success,"(30, 4)",Success,"(30, 4)",Failure,"(30, 4)",Failure,"(30, 4)","(12, 33)","(34, 26)"
0.7,Success,"(28, 28)",Success,"(28, 28)",Failure,"(28, 28)",Success,"(28, 28)","(31, 21)","(26, 26)"
0.7,Success,"(28, 24)",Success,"(28, 24)",Success,"(28, 24)",Success,"(28, 24)","(31, 24)","(21, 24)"
0.7,Failure,"(10, 32)",Failure,"(10, 32)",Failure,"(10, 32)",Failure,"(10, 32)","(1, 5)","(23, 3)"
0.7,Failure,"(23, 21)",Failure,"(23, 21)",Failure,"(23, 21)",Failure,"(23, 21)","(13, 15)","(8, 3)"
0.7,Success,"(3, 22)",Success,"(3, 22)",Success,"(3, 22)",Success,"(3, 22)","(9, 3)","(28, 30)"
0.7,Success,"(25, 25)",Success,"(25, 25)",Success,"(25, 25)",Success,"(25, 25)","(26, 1)","(37, 13)"
0.7,Failure,"(24, 34)",Failure,"(24, 34)",Failure,"(24, 34)",Failure,"(24, 34)","(33, 3)","(6, 11)"
0.7,Failure,"(2, 36)",Failure,"(2, 36)",Failure,"(2, 36)",Failure,"(2, 36)","(31, 15)","(2, 31)"
0.7,Failure,"(26, 9)",Failure,"(26, 9)",Failure,"(26, 9)",Success,"(26, 9)","(11, 4)","(25, 11)"
0.8,Success,"(3, 9)",Success,"(3, 9)",Failure,"(3, 9)",Failure,"(3, 9)","(33, 18)","(1, 11)"
0.8,Success,"(5, 24)",Success,"(5, 24)",Success,"(5, 24)",Success,"(5, 24)","(32, 33)","(26, 4)"
0.8,Success,"(24, 27)",Success,"(24, 27)",Success,"(24, 27)",Success,"(24, 27)","(33, 2)","(24, 36)"
0.8,Failure,"(14, 10)",Failure,"(14, 10)",Failure,"(14, 10)",Failure,"(14, 10)","(24, 33)","(17, 23)"
0.8,Failure,"(24, 7)",Failure,"(24, 7)",Failure,"(24, 7)",Success,"(24, 7)","(25, 16)","(27, 10)"
